site,round,period,sample_id,year,barcode_id,active_flower,final_id,notes,gut_plate,subsite,lat,long,sample_point,julian_date
ED,8,4,8_ED20A,2022,ED8_20A_01,VICR,B. impatiens,,bcparasite07_E11,eastdelta1,49.1046332,-122.9294281,ED20A,220
NR,3,2,3_NR01,2022,NR3_01_03,RONU,B. impatiens,,bcparasite07_F12,nicomekl2,49.089725,-122.7790482,NR01,171
ED,5,3,5_ED32,2022,ED5_32_03,TRRE,B. impatiens,,bcparasite08_G2,eastdelta4,49.0910852,-122.9303897,ED32,189
W,10,5,10_W18,2022,W10_18_04,SOCA,B. impatiens,,bcparasite08_H2,westham4,49.0821167,-123.1545951,W18,229
ED,8,4,8_ED09,2022,ED8_09_02,TRRE,B. impatiens,,bcparasite08_E4,eastdelta2,49.1028941,-122.9571922,ED09,220
SD,4,2,4_SD40,2022,SD4_40_02,SPJA,B. impatiens,,bcparasite08_G8,southdelta2,49.0664297,-123.0753682,SD40,173
SD,5,3,5_SD03,2022,SD5_03_05,VICR,B. impatiens,,,southdelta3,49.0601615,-123.0764268,SD03,187
ED,5,3,5_ED11,2022,ED5_11_02,RUAR,B. impatiens,,bcparasite08_B12,eastdelta1,49.0998336,-122.9364988,ED11,190
SD,4,2,4_SD39,2022,SD4_39_07,PHTA,B. impatiens,,bcparasite03_H10,southdelta2,49.0682854,-123.0740915,SD39,173
ED,5,3,5_ED11,2022,ED5_11_01,RUAR,B. mixtus,queen,bcparasite07_B3,eastdelta1,49.0998336,-122.9364988,ED11,190
ED,4,2,4_ED10,2022,ED4_10_02,RUAR,B. mixtus,,bcparasite07_D11,eastdelta2,49.1053113,-122.9572629,ED10,178
HR,4,2,4_HR10,2022,HR4_10_03,VICR,B. mixtus,,bcparasite07_B12,harvieroad2,49.1588394,-122.7276809,HR10,179
ED,4,2,4_ED10,2022,ED4_10_05,RUAR,B. mixtus,,bcparasite04_C1,eastdelta2,49.1053113,-122.9572629,ED10,178
ED,4,2,4_ED10,2022,ED4_10_08,RUAR,B. mixtus,,bcparasite07_D9,eastdelta2,49.1053113,-122.9572629,ED10,178
SD,2,1,2_SD40,2022,SD2_40_04,LUPO,B. mixtus,queen,bcparasite08_E7,southdelta2,49.0664297,-123.0753682,SD40,153
PM,1,1,1_PM19,2022,PM1_19_01,LUPO,B. mixtus,,bcparasite05_E6,pittmeadows4,49.2471037,-122.6399986,PM19,152
NR,1,1,1_NR43,2022,NR1_43_09,LUPO,B. mixtus,,bcparasite06_C8,nicomekl2,49.0834488,-122.776728,NR43,149
NR,1,1,1_NR43,2022,NR1_43_16,LUPO,B. mixtus,,bcparasite03_E11,nicomekl2,49.0834488,-122.776728,NR43,149
NR,1,1,1_NR43,2022,NR1_43_18,LUPO,B. mixtus,,bcparasite04_B7,nicomekl2,49.0834488,-122.776728,NR43,149
NR,1,1,1_NR43,2022,NR1_43_04,LUPO,B. mixtus,,bcparasite05_G8,nicomekl2,49.0834488,-122.776728,NR43,149
PM,1,1,1_PM19,2022,PM1_19_03,LUPO,B. mixtus,,bcparasite04_H6,pittmeadows4,49.2471037,-122.6399986,PM19,152
NR,1,1,1_NR43,2022,NR1_43_01,LUPO,B. mixtus,,bcparasite02_F2,nicomekl2,49.0834488,-122.776728,NR43,149
NR,1,1,1_NR43,2022,NR1_43_12,LUPO,B. mixtus,queen,bcparasite08_C10,nicomekl2,49.0834488,-122.776728,NR43,149
PM,1,1,1_PM19,2022,PM1_19_04,LUPO,B. mixtus,queen,bcparasite05_E3,pittmeadows4,49.2471037,-122.6399986,PM19,152
PM,5,3,5_PM65,2022,PM5_65_02,CHAN,B. mixtus,,,pittmeadows2,49.2547515,-122.6556663,PM65,192
SD,8,4,8_SD39,2022,SD8_39_06,PHTA,B. mixtus,,bcparasite04_A9,southdelta2,49.0682854,-123.0740915,SD39,216
SD,8,4,8_SD24,2022,SD8_24_01,CIVU,B. mixtus,,bcparasite06_A2,southdelta1,49.0659931,-123.0585976,SD24,216
PM,6,3,6_PM70,2022,PM6_70_07,SYAL,B. mixtus,,bcparasite06_D2,pittmeadows4,49.2451356,-122.638063,PM70,204
HR,3,2,3_HR19A,2022,HR3_19A_12,TRRE,B. mixtus,,,harvieroad1,49.1578943,-122.7080699,HR19A,172
HR,3,2,3_HR19A,2022,HR3_19A_10,TRRE,B. mixtus,,bcparasite07_C1,harvieroad1,49.1578943,-122.7080699,HR19A,172
SD,3,2,3_SD26,2022,SD3_26_04,VIHI,B. mixtus,,bcparasite04_C2,southdelta4,49.0584528,-123.0671996,SD26,162
W,9,5,9_W17,2022,W9_17_01,SPDO,B. mixtus,,bcparasite07_A8,westham4,49.0785706,-123.1520317,W17,223
ED,8,4,8_ED06,2022,ED8_06_04,CHAN,B. mixtus,,bcparasite07_E4,eastdelta3,49.0937503,-122.9571174,ED06,220
W,7,4,7_W18,2022,W7_18_01,VEVI,B. mixtus,,bcparasite03_F6,westham4,49.0821167,-123.1545951,W18,206
PM,6,3,6_PM70,2022,PM6_70_09,SYAL,B. mixtus,,bcparasite_extra_F1,pittmeadows4,49.2451356,-122.638063,PM70,204
PM,6,3,6_PM65,2022,PM6_65_01,CHAN,B. mixtus,,,pittmeadows2,49.2547515,-122.6556663,PM65,204
SD,9,5,9_SD22,2022,SD9_22_01,HYRA,B. mixtus,,bcparasite05_B2,southdelta1,49.0684855,-123.0576856,SD22,224
SD,7,4,7_SD26,2022,SD7_26_02,TRHY,B. mixtus,,bcparasite01_G2,southdelta4,49.0584528,-123.0671996,SD26,209
HR,1,1,1_HR16,2022,HR1_16_03,VACO,B. mixtus,,,harvieroad1,49.159073,-122.7088316,HR16,141
SD,7,4,7_SD09,2022,SD7_09_02,TRRE,B. mixtus,,bcparasite03_G2,southdelta1,49.0661823,-123.0625536,SD09,209
ED,9,5,9_ED20A,2022,ED9_20A_06,VICR,B. mixtus,,bcparasite05_F1,eastdelta1,49.1046332,-122.9294281,ED20A,227
PM,2,1,2_PM54,2022,PM2_54_07,VACO,B. mixtus,,bcparasite06_A12,pittmeadows3,49.2435675,-122.654634,PM54,166
SD,7,4,7_SD26,2022,SD7_26_03,TRHY,B. mixtus,,bcparasite05_E5,southdelta4,49.0584528,-123.0671996,SD26,209
W,10,5,10_W15,2022,W10_15_01,SPDO,B. mixtus,,bcparasite06_H1,westham4,49.081127,-123.150026,W15,229
SD,10,5,10_SD13,2022,SD10_13_01,flying,B. mixtus,,bcparasite03_A9,southdelta2,49.0671224,-123.0772778,SD13,230
PM,2,1,2_PM51,2022,PM2_51_03,VACO,B. mixtus,,bcparasite06_H4,pittmeadows3,49.2454815,-122.6549218,PM51,166
PM,4,2,4_PM54A,2022,PM4_54A_02,VICR,B. mixtus,,bcparasite04_F2,pittmeadows3,49.2423594,-122.6557711,PM54A,186
SD,6,3,6_SD24,2022,SD6_24_04,RUAR,B. mixtus,,,southdelta1,49.0659931,-123.0585976,SD24,199
W,5,3,5_W18,2022,W5_18_02,VEVI,B. mixtus,,bcparasite05_B12,westham4,49.0821167,-123.1545951,W18,189
SD,4,2,4_SD40,2022,SD4_40_01,SPJA,B. mixtus,,,southdelta2,49.0664297,-123.0753682,SD40,173
SD,6,3,6_SD39,2022,SD6_39_06,PHTA,B. mixtus,,bcparasite04_G8,southdelta2,49.0682854,-123.0740915,SD39,199
SD,6,3,6_SD26,2022,SD6_26_11,VIVI,B. mixtus,,bcparasite06_D6,southdelta4,49.0584528,-123.0671996,SD26,199
W,6,3,6_W18,2022,W6_18_03,VEVI,B. mixtus,,bcparasite05_A12,westham4,49.0821167,-123.1545951,W18,200
NR,3,2,3_NR43,2022,NR3_43_05,LUPO,B. mixtus,,bcparasite06_E11,nicomekl2,49.0834488,-122.776728,NR43,171
W,6,3,6_W18,2022,W6_18_05,VEVI,B. mixtus,,bcparasite02_C9,westham4,49.0821167,-123.1545951,W18,200
NR,3,2,3_NR01,2022,NR3_01_11,RONU,B. mixtus,,bcparasite01_H12,nicomekl2,49.089725,-122.7790482,NR01,171
ED,3,2,3_ED28,2022,ED3_28_01,AQVU,B. mixtus,,bcparasite07_H10,eastdelta1,49.1002867,-122.9346774,ED28,167
SD,3,2,3_SD40,2022,SD3_40_02,LUPO,B. mixtus,,bcparasite06_E4,southdelta2,49.0664297,-123.0753682,SD40,164
PM,2,1,2_PM70,2022,PM2_70_02,LUPO,B. mixtus,,bcparasite06_A6,pittmeadows4,49.2451356,-122.638063,PM70,166
PM,3,2,3_PM54,2022,PM3_54_05,VACO,B. mixtus,,bcparasite02_D11,pittmeadows3,49.2435675,-122.654634,PM54,174
PM,3,2,3_PM51,2022,PM3_51_05,VACO,B. mixtus,,bcparasite08_C1,pittmeadows3,49.2454815,-122.6549218,PM51,174
HR,2,1,2_HR12B,2022,HR2_12B_03,RARA,B. flavifrons,,bcparasite_extra_B1,harvieroad2,49.1590491,-122.7221993,HR12B,158
SD,6,3,6_SD26,2022,SD6_26_12,VIVI,B. californicus,queen,bcparasite04_C4,southdelta4,49.0584528,-123.0671996,SD26,199
NR,4,2,4_NR43,2022,NR4_43_06,LUPO,B. californicus,queen,bcparasite08_B9,nicomekl2,49.0834488,-122.776728,NR43,181
SD,6,3,6_SD26,2022,SD6_26_07,VIVI,B. californicus,,bcparasite02_E9,southdelta4,49.0584528,-123.0671996,SD26,199
SD,9,5,9_SD24,2022,SD9_24_05,LASY,B. californicus,,bcparasite03_D4,southdelta1,49.0659931,-123.0585976,SD24,224
SD,5,3,5_SD26,2022,SD5_26_06,VIVI,B. californicus,,bcparasite03_E4,southdelta4,49.0584528,-123.0671996,SD26,187
HR,8,4,8_HR11,2022,HR8_11_02,GABI,B. californicus,,bcparasite05_C1,harvieroad2,49.1627115,-122.7235836,HR11,221
SD,5,3,5_SD26,2022,SD5_26_01,VIVI,B. californicus,,bcparasite06_D5,southdelta4,49.0584528,-123.0671996,SD26,187
SD,9,5,9_SD24,2022,SD9_24_07,LASY,B. californicus,,bcparasite07_C12,southdelta1,49.0659931,-123.0585976,SD24,224
SD,6,3,6_SD26,2022,SD6_26_22,VIVI,B. californicus,,bcparasite07_C8,southdelta4,49.0584528,-123.0671996,SD26,199
SD,9,5,9_SD24,2022,SD9_24_03,LASY,B. californicus,,bcparasite07_F6,southdelta1,49.0659931,-123.0585976,SD24,224
SD,9,5,9_SD37,2022,SD9_37_02,VICR,B. californicus,,bcparasite07_H1,southdelta4,49.0602593,-123.058988,SD37,224
SD,9,5,9_SD24,2022,SD9_24_11,LASY,B. californicus,,bcparasite08_E1,southdelta1,49.0659931,-123.0585976,SD24,224
SD,6,3,6_SD26,2022,SD6_26_05,VIVI,B. californicus,,bcparasite08_H12,southdelta4,49.0584528,-123.0671996,SD26,199
ED,2,1,2_ED27,2022,ED2_27_10,VISA,B. californicus,,,eastdelta1,49.1002059,-122.9312067,ED27,157
ED,6,3,6_ED06,2022,ED6_06_01,TRME,B. californicus,,,eastdelta3,49.0937503,-122.9571174,ED06,202
ED,7,4,7_ED01,2022,ED7_01_04,VICR,B. californicus,,,eastdelta3,49.0954133,-122.9487118,ED01,210
ED,8,4,8_ED06,2022,ED8_06_06,TRME,B. californicus,,,eastdelta3,49.0937503,-122.9571174,ED06,220
ED,9,5,9_ED32,2022,ED9_32_01,TRME,B. californicus,,,eastdelta4,49.0910852,-122.9303897,ED32,227
HR,7,4,7_HR32,2022,HR7_32_01,TRME,B. californicus,,,harvieroad3,49.147953,-122.7201041,HR32,214
HR,7,4,7_HR34,2022,HR7_34_01,TRME,B. californicus,,,harvieroad1,49.1628452,-122.7053717,HR34,214
NR,6,3,6_NR07A,2022,NR6_07A_07,HYRA,B. californicus,,,nicomekl1,49.0896758,-122.7593916,NR07A,203
SD,5,3,5_SD24,2022,SD5_24_09,LASY,B. californicus,,,southdelta1,49.0659931,-123.0585976,SD24,187
SD,5,3,5_SD36,2022,SD5_36_02,VICR,B. californicus,,,southdelta3,49.0597409,-123.0816311,SD36,187
SD,6,3,6_SD24,2022,SD6_24_08,LASY,B. californicus,,,southdelta1,49.0659931,-123.0585976,SD24,199
SD,6,3,6_SD24,2022,SD6_24_09,LASY,B. californicus,,,southdelta1,49.0659931,-123.0585976,SD24,199
SD,6,3,6_SD26,2022,SD6_26_14,VIVI,B. californicus,,,southdelta4,49.0584528,-123.0671996,SD26,199
SD,6,3,6_SD36,2022,SD6_36_02,VICR,B. californicus,,,southdelta3,49.0597409,-123.0816311,SD36,199
SD,6,3,6_SD36,2022,SD6_36_05,VICR,B. californicus,,,southdelta3,49.0597409,-123.0816311,SD36,199
SD,7,4,7_SD24,2022,SD7_24_03,LASY,B. californicus,,,southdelta1,49.0659931,-123.0585976,SD24,209
SD,8,4,8_SD26,2022,SD8_26_03,TRHY,B. californicus,,,southdelta4,49.0584528,-123.0671996,SD26,216
W,4,2,4_W18A,2022,W4_18A_16,VIVI,B. californicus,,,westham4,49.0811246,-123.1523551,W18A,175
W,4,2,4_W18A,2022,W4_18A_19,VIVI,B. californicus,,,westham4,49.0811246,-123.1523551,W18A,175
W,6,3,6_W17,2022,W6_17_01,RUAR,B. californicus,,,westham4,49.0785706,-123.1520317,W17,200
W,4,2,4_W29,2022,W4_29_02,RUAR,B. flavifrons,messed up bcparasite03_G10/H10,,westham2,49.0982632,-123.15295,W29,175
ED,2,1,2_ED27,2022,ED2_27_03,VISA,B. flavifrons,queen,bcparasite01_B9,eastdelta1,49.1002059,-122.9312067,ED27,157
HR,2,1,2_HR12B,2022,HR2_12B_02,RARA,B. flavifrons,,bcparasite_extra_C1,harvieroad2,49.1590491,-122.7221993,HR12B,158
ED,3,2,3_ED25B,2022,ED3_25B_07,TRME,B. flavifrons,,bcparasite01_C3,eastdelta1,49.10081,-122.9371909,ED25B,167
NR,2,1,2_NR43,2022,NR2_43_09,LUPO,B. flavifrons,,bcparasite01_D5,nicomekl2,49.0834488,-122.776728,NR43,159
ED,4,2,4_ED20A,2022,ED4_20A_01,VICR,B. flavifrons,,bcparasite01_E5,eastdelta1,49.1046332,-122.9294281,ED20A,178
ED,3,2,3_ED11,2022,ED3_11_01,TRRE,B. flavifrons,,bcparasite01_E6,eastdelta1,49.0998336,-122.9364988,ED11,167
NR,1,1,1_NR43,2022,NR1_43_02,LUPO,B. flavifrons,,bcparasite01_F12,nicomekl2,49.0834488,-122.776728,NR43,149
ED,3,2,3_ED20A,2022,ED3_20A_05,TRHY,B. flavifrons,,bcparasite01_G8,eastdelta1,49.1046332,-122.9294281,ED20A,167
ED,2,1,2_ED11,2022,ED2_11_01,VISA,B. flavifrons,,bcparasite01_H8,eastdelta1,49.0998336,-122.9364988,ED11,157
W,3,2,3_W02,2022,W3_02_01,WIFU,B. flavifrons,,bcparasite02_A10,westham3,49.0898095,-123.1642782,W02,161
ED,2,1,2_ED27,2022,ED2_27_04,VISA,B. flavifrons,,bcparasite02_C2,eastdelta1,49.1002059,-122.9312067,ED27,157
HR,1,1,1_HR03,2022,HR1_03_02,Rorippa spp.,B. flavifrons,,bcparasite02_C4,harvieroad3,49.1515935,-122.7194854,HR03,141
W,2,1,2_W10,2022,W2_10_08,RASA,B. flavifrons,,bcparasite02_E12,westham3,49.0877613,-123.1628726,W10,151
W,2,1,2_W10,2022,W2_10_09,RASA,B. flavifrons,,bcparasite02_E8,westham3,49.0877613,-123.1628726,W10,151
NR,1,1,1_NR43,2022,NR1_43_10,LUPO,B. flavifrons,,bcparasite02_G1,nicomekl2,49.0834488,-122.776728,NR43,149
ED,5,3,5_ED28A,2022,ED5_28A_05,VICR,B. flavifrons,,bcparasite02_G6,eastdelta1,49.1007889,-122.9346452,ED28A,190
W,4,2,4_W18A,2022,W4_18A_06,VIVI,B. flavifrons,,bcparasite02_H1,westham4,49.0811246,-123.1523551,W18A,175
W,4,2,4_W29,2022,W4_29_01,TRPR,B. flavifrons,,bcparasite02_H11,westham2,49.0982632,-123.15295,W29,175
HR,3,2,3_HR23,2022,HR3_23_05,SPJA,B. flavifrons,,bcparasite02_H5,harvieroad4,49.1518644,-122.70223,HR23,172
HR,4,2,4_HR29,2022,HR4_29_01,VICR,B. flavifrons,,bcparasite03_A3,harvieroad4,49.1482013,-122.7015327,HR29,182
HR,3,2,3_HR23,2022,HR3_23_06,SPJA,B. flavifrons,,bcparasite03_C6,harvieroad4,49.1518644,-122.70223,HR23,172
HR,1,1,1_HR03,2022,HR1_03_05,LAPU,B. flavifrons,,bcparasite03_C9,harvieroad3,49.1515935,-122.7194854,HR03,141
ED,2,1,2_ED27,2022,ED2_27_05,VISA,B. flavifrons,,bcparasite03_D2,eastdelta1,49.1002059,-122.9312067,ED27,157
HR,1,1,1_HR09,2022,HR1_09_02,N/A,B. flavifrons,,bcparasite03_D9,harvieroad2,49.1626103,-122.7282396,HR09,142
ED,5,3,5_ED28A,2022,ED5_28A_01,TRME,B. flavifrons,,bcparasite03_E7,eastdelta1,49.1007889,-122.9346452,ED28A,190
W,4,2,4_W18A,2022,W4_18A_02,VIVI,B. flavifrons,,bcparasite03_F7,westham4,49.0811246,-123.1523551,W18A,175
HR,3,2,3_HR32,2022,HR3_32_22,SYOF,B. flavifrons,,bcparasite04_B1,harvieroad3,49.147953,-122.7201041,HR32,172
W,4,2,4_W30,2022,W4_30_02,RONU,B. flavifrons,,bcparasite04_B11,westham2,49.0955023,-123.1490957,W30,175
HR,4,2,4_HR32,2022,HR4_32_04,SYOF,B. flavifrons,,bcparasite04_C6,harvieroad3,49.147953,-122.7201041,HR32,182
HR,2,1,2_HR10,2022,HR2_10_03,VISA,B. flavifrons,,bcparasite04_C8,harvieroad2,49.1588394,-122.7276809,HR10,158
HR,4,2,4_HR14,2022,HR4_14_01,VICR,B. flavifrons,,bcparasite04_D12,harvieroad2,49.1589819,-122.7208294,HR14,179
HR,1,1,1_HR32,2022,HR1_32_01,LAPU,B. flavifrons,,bcparasite04_E9,harvieroad3,49.147953,-122.7201041,HR32,141
